Logging to ./data/CartPole-v0_ppo/ppo_3567743922/
---------------------------------
| rollout/           |          |
|    explained_variance   | -0.0798      |
|    learning_rate        | 0.0003       |
|    loss                 | 68.2         |
|    n_updates            | 3340         |
|    policy_gradient_loss | 0.0062       |
|    value_loss           | 138          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 55.1         |
|    ep_rew_mean          | 55.1         |
| time/                   |              |
|    fps                  | 170          |
|    iterations           | 169          |
|    time_elapsed         | 31           |
|    total_timesteps      | 5408         |
| train/                  |              |
|    approx_kl            | 0.0006391583 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.453       |
|    explained_variance   | -0.0479      |
|    learning_rate        | 0.0003       |
|    loss                 | 67.1         |
|    n_updates            | 3360         |
|    policy_gradient_loss | 0.00032      |
|    value_loss           | 136          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.8         |
|    ep_rew_mean          | 54.8         |
| time/                   |              |
|    fps                  | 171          |
|    iterations           | 170          |
|    time_elapsed         | 31           |
|    total_timesteps      | 5440         |
| train/                  |              |
|    approx_kl            | 0.0011292584 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.428       |
|    explained_variance   | -0.042       |
|    learning_rate        | 0.0003       |
|    loss                 | 65.4         |
|    n_updates            | 3380         |
|    policy_gradient_loss | -0.00484     |
|    value_loss           | 133          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.8         |
|    ep_rew_mean          | 54.8         |
| time/                   |              |
|    fps                  | 171          |
|    iterations           | 171          |
|    time_elapsed         | 31           |
|    total_timesteps      | 5472         |
| train/                  |              |
|    approx_kl            | 0.0021689022 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.44        |
|    explained_variance   | -0.0514      |
|    learning_rate        | 0.0003       |
|    loss                 | 63.2         |
|    n_updates            | 3400         |
|    policy_gradient_loss | -0.00852     |
|    value_loss           | 129          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.8         |
|    ep_rew_mean          | 54.8         |
| time/                   |              |
|    fps                  | 171          |
|    iterations           | 172          |
|    time_elapsed         | 32           |
|    total_timesteps      | 5504         |
| train/                  |              |
|    approx_kl            | 0.0040653404 |
|    clip_fraction        | 0.00469      |
|    clip_range           | 0.2          |
